,ori,data_year,offense,state_abbr,cleared,actual
8,VT0030000,2012,violent-crime,VT,0,0
9,VT0030100,2012,violent-crime,VT,5,6
10,VT0030200,2012,violent-crime,VT,0,0
11,VT0030300,2012,violent-crime,VT,8,10
12,VT0040000,2012,violent-crime,VT,0,0
13,VT0040100,2012,violent-crime,VT,74,112
14,VT0040200,2012,violent-crime,VT,13,11
15,VT0040300,2012,violent-crime,VT,12,22
16,VT0040400,2012,violent-crime,VT,20,22
17,VT0040500,2012,violent-crime,VT,19,21
18,VT0040600,2012,violent-crime,VT,12,13
19,VT0040700,2012,violent-crime,VT,3,6
0,VT0010000,2013,violent-crime,VT,3,8
1,VT0010100,2013,violent-crime,VT,2,2
2,VT0010200,2013,violent-crime,VT,5,12
3,VT0010300,2013,violent-crime,VT,1,3
4,VT0020000,2013,violent-crime,VT,0,0
5,VT0020100,2013,violent-crime,VT,17,21
6,VT0020400,2013,violent-crime,VT,3,3
7,VT0020800,2013,violent-crime,VT,0,0
8,VT0030000,2013,violent-crime,VT,0,0
9,VT0030100,2013,violent-crime,VT,8,8
10,VT0030200,2013,violent-crime,VT,0,0
11,VT0030300,2013,violent-crime,VT,15,15
12,VT0040100,2013,violent-crime,VT,63,76
13,VT0040200,2013,violent-crime,VT,11,20
14,VT0040300,2013,violent-crime,VT,17,22
15,VT0040400,2013,violent-crime,VT,22,24
16,VT0040500,2013,violent-crime,VT,12,14
17,VT0040600,2013,violent-crime,VT,6,6
18,VT0040700,2013,violent-crime,VT,3,2
19,VT0040800,2013,violent-crime,VT,0,0
0,VT0010000,2014,violent-crime,VT,4,8
1,VT0010100,2014,violent-crime,VT,0,3
2,VT0010200,2014,violent-crime,VT,1,5
3,VT0020000,2014,violent-crime,VT,0,0
4,VT0020100,2014,violent-crime,VT,28,33
5,VT0020400,2014,violent-crime,VT,2,2
6,VT0020800,2014,violent-crime,VT,0,0
7,VT0030100,2014,violent-crime,VT,5,5
8,VT0030200,2014,violent-crime,VT,0,0
9,VT0030300,2014,violent-crime,VT,6,7
10,VT0040000,2014,violent-crime,VT,0,0
11,VT0040100,2014,violent-crime,VT,44,58
12,VT0040200,2014,violent-crime,VT,5,8
13,VT0040300,2014,violent-crime,VT,15,20
14,VT0040400,2014,violent-crime,VT,17,18
15,VT0040500,2014,violent-crime,VT,8,8
16,VT0040600,2014,violent-crime,VT,6,7
17,VT0040700,2014,violent-crime,VT,4,4
18,VT0040800,2014,violent-crime,VT,2,3
19,VT0041000,2014,violent-crime,VT,5,7
0,VT0010000,2015,violent-crime,VT,2,5
1,VT0010100,2015,violent-crime,VT,2,1
2,VT0010200,2015,violent-crime,VT,6,11
3,VT0010300,2015,violent-crime,VT,4,4
4,VT0020000,2015,violent-crime,VT,0,0
5,VT0020100,2015,violent-crime,VT,33,37
6,VT0020400,2015,violent-crime,VT,5,6
7,VT0020800,2015,violent-crime,VT,1,1
8,VT0030100,2015,violent-crime,VT,8,10
9,VT0030200,2015,violent-crime,VT,0,1
10,VT0030300,2015,violent-crime,VT,10,10
11,VT0040000,2015,violent-crime,VT,0,1
12,VT0040100,2015,violent-crime,VT,79,109
13,VT0040200,2015,violent-crime,VT,9,9
14,VT0040300,2015,violent-crime,VT,19,31
15,VT0040400,2015,violent-crime,VT,16,21
16,VT0040500,2015,violent-crime,VT,19,21
17,VT0040600,2015,violent-crime,VT,4,7
18,VT0040700,2015,violent-crime,VT,3,3
19,VT0040800,2015,violent-crime,VT,1,1
0,VT0010000,2016,violent-crime,VT,1,2
1,VT0010100,2016,violent-crime,VT,0,1
2,VT0010200,2016,violent-crime,VT,2,2
3,VT0010300,2016,violent-crime,VT,0,0
4,VT0020000,2016,violent-crime,VT,0,0
5,VT0020100,2016,violent-crime,VT,33,37
6,VT0020400,2016,violent-crime,VT,5,7
7,VT0020800,2016,violent-crime,VT,2,2
8,VT0030000,2016,violent-crime,VT,0,1
9,VT0030100,2016,violent-crime,VT,3,4
10,VT0030200,2016,violent-crime,VT,0,0
11,VT0030300,2016,violent-crime,VT,9,12
12,VT0040000,2016,violent-crime,VT,0,0
13,VT0040100,2016,violent-crime,VT,116,146
14,VT0040200,2016,violent-crime,VT,8,8
15,VT0040300,2016,violent-crime,VT,10,15
16,VT0040400,2016,violent-crime,VT,25,33
17,VT0040500,2016,violent-crime,VT,13,20
18,VT0040600,2016,violent-crime,VT,6,8
19,VT0040700,2016,violent-crime,VT,2,2
0,VT0010000,2017,violent-crime,VT,0,0
1,VT0010100,2017,violent-crime,VT,4,6
2,VT0010200,2017,violent-crime,VT,5,5
3,VT0010300,2017,violent-crime,VT,4,4
4,VT0020000,2017,violent-crime,VT,1,1
5,VT0020100,2017,violent-crime,VT,23,27
6,VT0020400,2017,violent-crime,VT,2,2
7,VT0020800,2017,violent-crime,VT,3,3
8,VT0030000,2017,violent-crime,VT,1,1
9,VT0030100,2017,violent-crime,VT,5,5
10,VT0030200,2017,violent-crime,VT,3,3
11,VT0030300,2017,violent-crime,VT,11,18
12,VT0040000,2017,violent-crime,VT,0,0
13,VT0040100,2017,violent-crime,VT,112,170
14,VT0040200,2017,violent-crime,VT,10,17
15,VT0040300,2017,violent-crime,VT,16,50
16,VT0040400,2017,violent-crime,VT,18,30
17,VT0040500,2017,violent-crime,VT,22,33
18,VT0040600,2017,violent-crime,VT,7,11
19,VT0040700,2017,violent-crime,VT,0,1
0,VT0010000,2018,violent-crime,VT,2,2
1,VT0010100,2018,violent-crime,VT,3,4
2,VT0010200,2018,violent-crime,VT,3,6
3,VT0010300,2018,violent-crime,VT,1,3
4,VT0020000,2018,violent-crime,VT,0,0
5,VT0020100,2018,violent-crime,VT,29,38
6,VT0020400,2018,violent-crime,VT,3,5
7,VT0020800,2018,violent-crime,VT,1,1
8,VT0030000,2018,violent-crime,VT,2,3
9,VT0030100,2018,violent-crime,VT,7,8
10,VT0030200,2018,violent-crime,VT,4,4
11,VT0030300,2018,violent-crime,VT,13,17
12,VT0040000,2018,violent-crime,VT,0,0
13,VT0040100,2018,violent-crime,VT,87,136
14,VT0040200,2018,violent-crime,VT,11,13
15,VT0040300,2018,violent-crime,VT,20,50
16,VT0040400,2018,violent-crime,VT,23,35
17,VT0040500,2018,violent-crime,VT,13,22
18,VT0040600,2018,violent-crime,VT,15,26
19,VT0040700,2018,violent-crime,VT,2,4
0,VT0010000,2019,violent-crime,VT,0,0
1,VT0010100,2019,violent-crime,VT,0,2
2,VT0010200,2019,violent-crime,VT,14,19
3,VT0010300,2019,violent-crime,VT,3,6
4,VT0020000,2019,violent-crime,VT,2,3
5,VT0020100,2019,violent-crime,VT,51,65
6,VT0020400,2019,violent-crime,VT,8,8
7,VT0020800,2019,violent-crime,VT,0,0
8,VT0030000,2019,violent-crime,VT,1,2
9,VT0030100,2019,violent-crime,VT,3,7
10,VT0030200,2019,violent-crime,VT,3,3
11,VT0030300,2019,violent-crime,VT,16,21
12,VT0040000,2019,violent-crime,VT,0,0
13,VT0040100,2019,violent-crime,VT,140,210
14,VT0040200,2019,violent-crime,VT,17,21
15,VT0040300,2019,violent-crime,VT,18,27
16,VT0040400,2019,violent-crime,VT,18,29
17,VT0040500,2019,violent-crime,VT,21,35
18,VT0040600,2019,violent-crime,VT,10,12
19,VT0040700,2019,violent-crime,VT,1,1
0,VT0010100,2010,property-crime,VT,9,49
1,VT0010200,2010,property-crime,VT,41,304
2,VT0010300,2010,property-crime,VT,0,45
3,VT0020000,2010,property-crime,VT,1,3
4,VT0020100,2010,property-crime,VT,110,401
5,VT0020400,2010,property-crime,VT,8,128
6,VT0020800,2010,property-crime,VT,0,30
7,VT0030000,2010,property-crime,VT,0,3
8,VT0030100,2010,property-crime,VT,6,87
9,VT0030200,2010,property-crime,VT,0,3
10,VT0030300,2010,property-crime,VT,23,106
11,VT0040000,2010,property-crime,VT,3,3
12,VT0040100,2010,property-crime,VT,217,1492
13,VT0040200,2010,property-crime,VT,57,426
14,VT0040300,2010,property-crime,VT,211,828
15,VT0040400,2010,property-crime,VT,29,350
16,VT0040500,2010,property-crime,VT,69,583
17,VT0040600,2010,property-crime,VT,58,226
18,VT0040700,2010,property-crime,VT,15,100
19,VT0040800,2010,property-crime,VT,1,9
0,VT0010100,2011,property-crime,VT,1,21
1,VT0010200,2011,property-crime,VT,26,188
2,VT0010300,2011,property-crime,VT,0,30
3,VT0020000,2011,property-crime,VT,3,17
4,VT0020100,2011,property-crime,VT,113,484
5,VT0020400,2011,property-crime,VT,2,99
6,VT0020800,2011,property-crime,VT,0,144
7,VT0030100,2011,property-crime,VT,17,70
8,VT0030200,2011,property-crime,VT,0,9
9,VT0030300,2011,property-crime,VT,23,110
10,VT0040000,2011,property-crime,VT,0,0
11,VT0040100,2011,property-crime,VT,222,1536
12,VT0040200,2011,property-crime,VT,53,513
13,VT0040300,2011,property-crime,VT,158,713
14,VT0040400,2011,property-crime,VT,20,286
15,VT0040500,2011,property-crime,VT,75,603
16,VT0040600,2011,property-crime,VT,51,223
17,VT0040700,2011,property-crime,VT,11,59
18,VT0040800,2011,property-crime,VT,4,47
19,VT0041000,2011,property-crime,VT,62,240
0,VT0010000,2012,property-crime,VT,0,0
1,VT0010100,2012,property-crime,VT,5,51
2,VT0010200,2012,property-crime,VT,16,99
3,VT0010300,2012,property-crime,VT,2,41
4,VT0020000,2012,property-crime,VT,6,2
5,VT0020100,2012,property-crime,VT,135,574
6,VT0020400,2012,property-crime,VT,13,81
7,VT0020800,2012,property-crime,VT,3,64
8,VT0030000,2012,property-crime,VT,0,1
9,VT0030100,2012,property-crime,VT,13,84
10,VT0030200,2012,property-crime,VT,0,27
11,VT0030300,2012,property-crime,VT,24,139
12,VT0040000,2012,property-crime,VT,0,1
13,VT0040100,2012,property-crime,VT,239,1745
14,VT0040200,2012,property-crime,VT,63,488
15,VT0040300,2012,property-crime,VT,166,771
16,VT0040400,2012,property-crime,VT,26,153
17,VT0040500,2012,property-crime,VT,83,611
18,VT0040600,2012,property-crime,VT,49,208
19,VT0040700,2012,property-crime,VT,27,106
0,VT0010000,2013,property-crime,VT,0,1
1,VT0010100,2013,property-crime,VT,4,37
2,VT0010200,2013,property-crime,VT,19,113
3,VT0010300,2013,property-crime,VT,0,46
4,VT0020000,2013,property-crime,VT,0,5
5,VT0020100,2013,property-crime,VT,127,481
6,VT0020400,2013,property-crime,VT,7,53
7,VT0020800,2013,property-crime,VT,0,56
8,VT0030000,2013,property-crime,VT,0,1
9,VT0030100,2013,property-crime,VT,23,102
10,VT0030200,2013,property-crime,VT,0,10
11,VT0030300,2013,property-crime,VT,32,148
12,VT0040100,2013,property-crime,VT,252,1455
13,VT0040200,2013,property-crime,VT,66,485
14,VT0040300,2013,property-crime,VT,195,699
15,VT0040400,2013,property-crime,VT,13,77
16,VT0040500,2013,property-crime,VT,53,354
17,VT0040600,2013,property-crime,VT,28,184
18,VT0040700,2013,property-crime,VT,9,111
19,VT0040800,2013,property-crime,VT,5,63
0,VT0010000,2014,property-crime,VT,1,1
1,VT0010100,2014,property-crime,VT,1,20
2,VT0010200,2014,property-crime,VT,25,190
3,VT0020000,2014,property-crime,VT,1,1
4,VT0020100,2014,property-crime,VT,116,372
5,VT0020400,2014,property-crime,VT,11,65
6,VT0020800,2014,property-crime,VT,0,0
7,VT0030100,2014,property-crime,VT,8,26
8,VT0030200,2014,property-crime,VT,0,10
9,VT0030300,2014,property-crime,VT,22,86
10,VT0040000,2014,property-crime,VT,0,0
11,VT0040100,2014,property-crime,VT,244,1397
12,VT0040200,2014,property-crime,VT,55,350
13,VT0040300,2014,property-crime,VT,130,532
14,VT0040400,2014,property-crime,VT,13,102
15,VT0040500,2014,property-crime,VT,17,126
16,VT0040600,2014,property-crime,VT,43,145
17,VT0040700,2014,property-crime,VT,6,38
18,VT0040800,2014,property-crime,VT,2,26
19,VT0041000,2014,property-crime,VT,79,181
0,VT0010000,2015,property-crime,VT,0,0
1,VT0010100,2015,property-crime,VT,9,31
2,VT0010200,2015,property-crime,VT,21,149
3,VT0010300,2015,property-crime,VT,6,23
4,VT0020000,2015,property-crime,VT,0,3
5,VT0020100,2015,property-crime,VT,129,337
6,VT0020400,2015,property-crime,VT,9,91
7,VT0020800,2015,property-crime,VT,1,1
8,VT0030100,2015,property-crime,VT,20,85
9,VT0030200,2015,property-crime,VT,0,5
10,VT0030300,2015,property-crime,VT,18,113
11,VT0040000,2015,property-crime,VT,1,1
12,VT0040100,2015,property-crime,VT,309,1497
13,VT0040200,2015,property-crime,VT,34,302
14,VT0040300,2015,property-crime,VT,148,560
15,VT0040400,2015,property-crime,VT,14,167
16,VT0040500,2015,property-crime,VT,44,284
17,VT0040600,2015,property-crime,VT,25,139
18,VT0040700,2015,property-crime,VT,10,71
19,VT0040800,2015,property-crime,VT,3,31
0,VT0010000,2016,property-crime,VT,0,0
1,VT0010100,2016,property-crime,VT,5,17
2,VT0010200,2016,property-crime,VT,7,114
3,VT0010300,2016,property-crime,VT,0,2
4,VT0020000,2016,property-crime,VT,0,4
5,VT0020100,2016,property-crime,VT,132,373
6,VT0020400,2016,property-crime,VT,24,78
7,VT0020800,2016,property-crime,VT,1,3
8,VT0030000,2016,property-crime,VT,0,1
9,VT0030100,2016,property-crime,VT,8,62
10,VT0030200,2016,property-crime,VT,3,8
11,VT0030300,2016,property-crime,VT,27,147
12,VT0040000,2016,property-crime,VT,0,2
13,VT0040100,2016,property-crime,VT,276,1359
14,VT0040200,2016,property-crime,VT,49,335
15,VT0040300,2016,property-crime,VT,194,584
16,VT0040400,2016,property-crime,VT,17,178
17,VT0040500,2016,property-crime,VT,72,325
18,VT0040600,2016,property-crime,VT,18,98
19,VT0040700,2016,property-crime,VT,12,57
0,VT0010000,2017,property-crime,VT,0,0
1,VT0010100,2017,property-crime,VT,2,12
2,VT0010200,2017,property-crime,VT,19,89
3,VT0010300,2017,property-crime,VT,12,30
4,VT0020000,2017,property-crime,VT,2,7
5,VT0020100,2017,property-crime,VT,129,364
6,VT0020400,2017,property-crime,VT,5,58
7,VT0020800,2017,property-crime,VT,0,13
8,VT0030000,2017,property-crime,VT,1,3
9,VT0030100,2017,property-crime,VT,6,65
10,VT0030200,2017,property-crime,VT,12,22
11,VT0030300,2017,property-crime,VT,14,135
12,VT0040000,2017,property-crime,VT,0,1
13,VT0040100,2017,property-crime,VT,240,1193
14,VT0040200,2017,property-crime,VT,37,283
15,VT0040300,2017,property-crime,VT,146,516
16,VT0040400,2017,property-crime,VT,21,188
17,VT0040500,2017,property-crime,VT,45,299
18,VT0040600,2017,property-crime,VT,16,99
19,VT0040700,2017,property-crime,VT,13,47
0,VT0010000,2018,property-crime,VT,0,0
1,VT0010100,2018,property-crime,VT,5,17
2,VT0010200,2018,property-crime,VT,18,96
3,VT0010300,2018,property-crime,VT,3,38
4,VT0020000,2018,property-crime,VT,6,8
5,VT0020100,2018,property-crime,VT,158,417
6,VT0020400,2018,property-crime,VT,11,50
7,VT0020800,2018,property-crime,VT,4,9
8,VT0030000,2018,property-crime,VT,0,2
9,VT0030100,2018,property-crime,VT,11,36
10,VT0030200,2018,property-crime,VT,10,24
11,VT0030300,2018,property-crime,VT,21,99
12,VT0040000,2018,property-crime,VT,2,3
13,VT0040100,2018,property-crime,VT,193,847
14,VT0040200,2018,property-crime,VT,61,297
15,VT0040300,2018,property-crime,VT,171,573
16,VT0040400,2018,property-crime,VT,19,122
17,VT0040500,2018,property-crime,VT,37,207
18,VT0040600,2018,property-crime,VT,23,107
19,VT0040700,2018,property-crime,VT,13,51
0,VT0010000,2019,property-crime,VT,0,1
1,VT0010100,2019,property-crime,VT,2,17
2,VT0010200,2019,property-crime,VT,35,118
3,VT0010300,2019,property-crime,VT,1,27
4,VT0020000,2019,property-crime,VT,4,6
5,VT0020100,2019,property-crime,VT,218,514
6,VT0020400,2019,property-crime,VT,14,54
7,VT0020800,2019,property-crime,VT,0,11
8,VT0030000,2019,property-crime,VT,0,1
9,VT0030100,2019,property-crime,VT,10,28
10,VT0030200,2019,property-crime,VT,14,30
11,VT0030300,2019,property-crime,VT,36,142
12,VT0040000,2019,property-crime,VT,0,1
13,VT0040100,2019,property-crime,VT,241,1110
14,VT0040200,2019,property-crime,VT,53,286
15,VT0040300,2019,property-crime,VT,265,687
16,VT0040400,2019,property-crime,VT,30,128
17,VT0040500,2019,property-crime,VT,54,234
18,VT0040600,2019,property-crime,VT,27,117
19,VT0040700,2019,property-crime,VT,43,110
0,VA0010000,2010,violent-crime,VA,23,54
1,VA0010100,2010,violent-crime,VA,6,6
2,VA0010200,2010,violent-crime,VA,0,0
3,VA0010300,2010,violent-crime,VA,1,1
4,VA0010500,2010,violent-crime,VA,0,1
5,VA001SP00,2010,violent-crime,VA,0,0
6,VA0020100,2010,violent-crime,VA,5,7
7,VA0020300,2010,violent-crime,VA,72,125
8,VA002SP00,2010,violent-crime,VA,0,1
9,VA0030000,2010,violent-crime,VA,6,8
10,VA003SP00,2010,violent-crime,VA,0,0
11,VA0040000,2010,violent-crime,VA,8,21
12,VA004SP00,2010,violent-crime,VA,0,0
13,VA0050000,2010,violent-crime,VA,17,28
14,VA0050100,2010,violent-crime,VA,0,1
15,VA0060000,2010,violent-crime,VA,15,21
16,VA0070100,2010,violent-crime,VA,171,325
17,VA0080000,2010,violent-crime,VA,61,73
18,VA008SP00,2010,violent-crime,VA,0,1
19,VA0090000,2010,violent-crime,VA,1,1
0,VA0010000,2011,violent-crime,VA,37,58
1,VA0010100,2011,violent-crime,VA,4,4
2,VA0010200,2011,violent-crime,VA,1,1
3,VA0010300,2011,violent-crime,VA,0,1
4,VA0010500,2011,violent-crime,VA,0,0
5,VA001SP00,2011,violent-crime,VA,0,0
6,VA0020100,2011,violent-crime,VA,1,3
7,VA0020300,2011,violent-crime,VA,80,109
8,VA002SP00,2011,violent-crime,VA,0,0
9,VA0030000,2011,violent-crime,VA,8,14
10,VA003SP00,2011,violent-crime,VA,0,0
11,VA0040000,2011,violent-crime,VA,13,17
12,VA0050000,2011,violent-crime,VA,14,30
13,VA0050100,2011,violent-crime,VA,0,1
14,VA005SP00,2011,violent-crime,VA,0,0
15,VA0060000,2011,violent-crime,VA,9,13
16,VA0070100,2011,violent-crime,VA,195,325
17,VA0080000,2011,violent-crime,VA,73,87
18,VA0090000,2011,violent-crime,VA,0,0
19,VA009SP00,2011,violent-crime,VA,0,2
0,VA0010000,2012,violent-crime,VA,21,44
1,VA0010100,2012,violent-crime,VA,5,5
2,VA0010200,2012,violent-crime,VA,1,2
3,VA0010300,2012,violent-crime,VA,1,2
4,VA0010500,2012,violent-crime,VA,0,0
5,VA001SP00,2012,violent-crime,VA,5,10
6,VA0020100,2012,violent-crime,VA,1,5
7,VA0020300,2012,violent-crime,VA,53,101
8,VA002SP00,2012,violent-crime,VA,0,1
9,VA0030000,2012,violent-crime,VA,8,11
10,VA003SP00,2012,violent-crime,VA,0,0
11,VA0040000,2012,violent-crime,VA,21,24
12,VA004SP00,2012,violent-crime,VA,2,2
13,VA0050000,2012,violent-crime,VA,7,15
14,VA0050100,2012,violent-crime,VA,0,0
15,VA005SP00,2012,violent-crime,VA,0,0
16,VA0060000,2012,violent-crime,VA,5,5
17,VA0070100,2012,violent-crime,VA,186,304
18,VA0080000,2012,violent-crime,VA,75,87
19,VA0090000,2012,violent-crime,VA,0,1
0,VA0010000,2013,violent-crime,VA,16,32
1,VA0010100,2013,violent-crime,VA,2,2
2,VA0010200,2013,violent-crime,VA,0,0
3,VA0010300,2013,violent-crime,VA,0,0
4,VA0010500,2013,violent-crime,VA,0,0
5,VA0010700,2013,violent-crime,VA,0,0
6,VA001SP00,2013,violent-crime,VA,2,2
7,VA0020100,2013,violent-crime,VA,7,11
8,VA0020300,2013,violent-crime,VA,72,127
9,VA002SP00,2013,violent-crime,VA,0,0
10,VA0030000,2013,violent-crime,VA,9,12
11,VA003SP00,2013,violent-crime,VA,0,2
12,VA0040000,2013,violent-crime,VA,6,8
13,VA004SP00,2013,violent-crime,VA,1,1
14,VA0050000,2013,violent-crime,VA,13,32
15,VA0050100,2013,violent-crime,VA,0,2
16,VA005SP00,2013,violent-crime,VA,0,1
17,VA0060000,2013,violent-crime,VA,5,8
18,VA0070100,2013,violent-crime,VA,209,362
19,VA007SP00,2013,violent-crime,VA,0,0
0,VA0010000,2014,violent-crime,VA,53,69
1,VA0010100,2014,violent-crime,VA,4,3
2,VA0010200,2014,violent-crime,VA,3,4
3,VA0010300,2014,violent-crime,VA,0,0
4,VA0010500,2014,violent-crime,VA,0,0
5,VA001SP00,2014,violent-crime,VA,2,5
6,VA0020100,2014,violent-crime,VA,5,6
7,VA0020300,2014,violent-crime,VA,65,97
8,VA002SP00,2014,violent-crime,VA,1,1
9,VA0030000,2014,violent-crime,VA,8,16
10,VA003SP00,2014,violent-crime,VA,2,1
11,VA0040000,2014,violent-crime,VA,4,9
12,VA004SP00,2014,violent-crime,VA,0,0
13,VA0050000,2014,violent-crime,VA,8,38
14,VA0050100,2014,violent-crime,VA,0,2
15,VA005SP00,2014,violent-crime,VA,4,3
16,VA0060000,2014,violent-crime,VA,10,12
17,VA006SP00,2014,violent-crime,VA,4,4
18,VA0070100,2014,violent-crime,VA,195,314
19,VA007SP00,2014,violent-crime,VA,0,0
0,VA0010000,2015,violent-crime,VA,31,61
1,VA0010100,2015,violent-crime,VA,4,5
2,VA0010200,2015,violent-crime,VA,1,6
3,VA0010300,2015,violent-crime,VA,0,1
4,VA0010500,2015,violent-crime,VA,1,3
5,VA001SP00,2015,violent-crime,VA,4,5
6,VA0020100,2015,violent-crime,VA,6,10
7,VA0020300,2015,violent-crime,VA,66,107
8,VA002SP00,2015,violent-crime,VA,2,2
9,VA0030000,2015,violent-crime,VA,10,13
10,VA003SP00,2015,violent-crime,VA,1,13
11,VA0040000,2015,violent-crime,VA,17,24
12,VA004SP00,2015,violent-crime,VA,3,4
13,VA0050000,2015,violent-crime,VA,9,27
14,VA0050100,2015,violent-crime,VA,0,0
15,VA005SP00,2015,violent-crime,VA,2,2
16,VA0060000,2015,violent-crime,VA,6,10
17,VA006SP00,2015,violent-crime,VA,2,2
18,VA0070100,2015,violent-crime,VA,206,316
19,VA007SP00,2015,violent-crime,VA,1,1
0,VA0010000,2016,violent-crime,VA,36,43
1,VA0010100,2016,violent-crime,VA,8,10
2,VA0010200,2016,violent-crime,VA,4,5
3,VA0010300,2016,violent-crime,VA,2,4
4,VA0010500,2016,violent-crime,VA,0,0
5,VA001SP00,2016,violent-crime,VA,2,4
6,VA0020100,2016,violent-crime,VA,7,16
7,VA0020300,2016,violent-crime,VA,65,89
8,VA002SP00,2016,violent-crime,VA,2,2
9,VA0030000,2016,violent-crime,VA,10,12
10,VA003SP00,2016,violent-crime,VA,2,20
11,VA0040000,2016,violent-crime,VA,14,18
12,VA004SP00,2016,violent-crime,VA,3,3
13,VA0050000,2016,violent-crime,VA,12,33
14,VA0050100,2016,violent-crime,VA,1,1
15,VA005SP00,2016,violent-crime,VA,2,8
16,VA0060000,2016,violent-crime,VA,8,15
17,VA006SP00,2016,violent-crime,VA,2,4
18,VA0070100,2016,violent-crime,VA,183,367
19,VA007SP00,2016,violent-crime,VA,1,2
0,VA0010000,2017,violent-crime,VA,17,44
1,VA0010100,2017,violent-crime,VA,4,6
2,VA0010200,2017,violent-crime,VA,1,9
3,VA0010300,2017,violent-crime,VA,0,0
4,VA0010500,2017,violent-crime,VA,1,2
5,VA001SP00,2017,violent-crime,VA,4,7
6,VA0020100,2017,violent-crime,VA,7,26
7,VA0020300,2017,violent-crime,VA,84,131
8,VA002SP00,2017,violent-crime,VA,4,7
9,VA0030000,2017,violent-crime,VA,8,17
10,VA003SP00,2017,violent-crime,VA,6,18
11,VA0040000,2017,violent-crime,VA,17,24
12,VA004SP00,2017,violent-crime,VA,1,1
13,VA0050000,2017,violent-crime,VA,24,51
14,VA0050100,2017,violent-crime,VA,0,1
15,VA005SP00,2017,violent-crime,VA,4,7
16,VA0060000,2017,violent-crime,VA,0,2
17,VA006SP00,2017,violent-crime,VA,2,2
18,VA0070100,2017,violent-crime,VA,221,424
19,VA007SP00,2017,violent-crime,VA,1,4
0,VA0010000,2018,violent-crime,VA,26,72
1,VA0010100,2018,violent-crime,VA,8,12
2,VA0010200,2018,violent-crime,VA,2,3
3,VA0010300,2018,violent-crime,VA,1,1
